,net_income,loan_amount,amount_of_late,late_payment_amount,credit_score,arrears_amounts,loss_reverse
1410,10500000.0,60333333.0,50.0,5.0,254.0,1.0,15083333.0
1411,15500000.0,73333333.0,46.0,4.0,450.0,1.0,18333333.0
1412,19000000.0,51833333.0,120.0,7.0,222.0,2.0,25916667.0
1413,19000000.0,63500000.0,112.0,8.0,295.0,2.0,31750000.0
1414,16500000.0,54000000.0,65.0,5.0,131.0,1.0,13500000.0
1415,13000000.0,58166667.0,36.0,2.0,364.0,1.0,14541667.0
1416,10500000.0,52833333.0,62.0,4.0,306.0,1.0,13208333.0
1417,17500000.0,62500000.0,101.0,9.0,118.0,2.0,31250000.0
1418,13000000.0,57166667.0,52.0,3.0,494.0,1.0,14291667.0
1419,17500000.0,65500000.0,152.0,8.0,126.0,2.0,32750000.0
1420,13000000.0,64166667.0,67.0,6.0,300.0,1.0,16041667.0
1421,10500000.0,63666667.0,16.0,1.0,208.0,1.0,15916667.0
1422,22500000.0,61833333.0,73.0,6.0,137.0,1.0,15458333.0
1423,18000000.0,68500000.0,95.0,8.0,260.0,1.0,17125000.0
1424,13000000.0,55833333.0,19.0,1.0,350.0,1.0,13958333.0
1425,26000000.0,136166667.0,56.0,5.0,596.0,1.0,34041667.0
1426,21500000.0,69333333.0,133.0,9.0,249.0,4.0,69333333.0
1427,13000000.0,57833333.0,0.0,0.0,349.0,0.0,0.0
1428,24000000.0,73500000.0,56.0,7.0,231.0,1.0,18375000.0
1429,10700000.0,53333333.0,74.0,4.0,294.0,2.0,26666667.0
1430,17500000.0,55500000.0,30.0,1.0,546.0,1.0,13875000.0
1431,24000000.0,79166667.0,88.0,4.0,552.0,2.0,39583333.0
1432,13000000.0,58666667.0,94.0,4.0,434.0,2.0,29333333.0
1433,15500000.0,61500000.0,24.0,2.0,430.0,1.0,15375000.0
1434,13000000.0,63333333.0,40.0,2.0,418.0,1.0,15833333.0
1435,18500000.0,68000000.0,77.0,5.0,299.0,1.0,17000000.0
1436,15500000.0,56000000.0,28.0,1.0,477.0,1.0,14000000.0
1437,17500000.0,65666667.0,56.0,2.0,676.0,2.0,32833333.0
1438,21000000.0,70166667.0,92.0,8.0,227.0,1.0,17541667.0
1439,4040000.0,20333333.0,158.0,7.0,40.0,2.0,10166667.0
1440,5700000.0,54833333.0,72.0,4.0,443.0,1.0,13708333.0
1441,10500000.0,60333333.0,4.0,1.0,435.0,0.0,0.0
1442,13000000.0,57500000.0,0.0,0.0,328.0,0.0,0.0
1443,10500000.0,57666667.0,49.0,2.0,387.0,1.0,14416667.0
1444,10500000.0,61666667.0,51.0,5.0,231.0,0.0,0.0
1445,22500000.0,67000000.0,42.0,3.0,450.0,1.0,16750000.0
1446,17500000.0,65000000.0,103.0,6.0,180.0,1.0,16250000.0
1447,24500000.0,66666667.0,0.0,0.0,534.0,0.0,0.0
1448,10500000.0,58500000.0,88.0,3.0,273.0,2.0,29250000.0
1449,10500000.0,57166667.0,18.0,2.0,303.0,1.0,14291667.0
1450,13000000.0,56000000.0,74.0,4.0,432.0,1.0,14000000.0
1451,10500000.0,58000000.0,0.0,0.0,366.0,0.0,0.0
1452,25500000.0,138333333.0,18.0,1.0,557.0,1.0,34583333.0
1453,8700000.0,60000000.0,71.0,4.0,369.0,1.0,15000000.0
1454,10500000.0,55833333.0,34.0,2.0,351.0,1.0,13958333.0
1455,4700000.0,19500000.0,125.0,6.0,75.0,4.0,19500000.0
1456,20000000.0,63166667.0,172.0,7.0,258.0,3.0,47375000.0
1457,13000000.0,60333333.0,14.0,2.0,359.0,0.0,0.0
1458,22500000.0,54166667.0,19.0,2.0,547.0,1.0,13541667.0
1459,18500000.0,68166667.0,45.0,4.0,243.0,1.0,17041667.0
1460,10500000.0,50500000.0,13.0,1.0,270.0,0.0,0.0
1461,17500000.0,61666667.0,71.0,3.0,555.0,1.0,15416667.0
1462,27000000.0,140333333.0,27.0,3.0,467.0,0.0,0.0
1463,21000000.0,81000000.0,164.0,8.0,247.0,3.0,60750000.0
1464,4040000.0,19833333.0,154.0,11.0,72.99999999999997,2.0,9916667.0
1465,15500000.0,65166667.0,119.0,8.0,120.0,2.0,32583333.0
1466,10500000.0,60666667.0,27.0,1.0,261.0,1.0,15166667.0
1467,14700000.0,57833333.0,9.0,1.0,245.0,0.0,0.0
1468,17500000.0,67500000.0,131.0,7.0,216.0,2.0,33750000.0
1469,31500000.0,143500000.0,94.0,5.0,439.0,2.0,71750000.0
1470,17500000.0,61000000.0,67.0,4.0,105.0,2.0,30500000.0
1471,18000000.0,54000000.0,74.0,4.0,515.0,1.0,13500000.0
1472,10500000.0,55666667.0,143.0,7.0,275.0,3.0,41750000.0
1473,10700000.0,55000000.0,93.0,7.0,333.0,1.0,13750000.0
1474,10500000.0,59500000.0,73.0,7.0,476.0,1.0,14875000.0
1475,25500000.0,138833333.0,131.0,8.0,172.0,3.0,104125000.0
1476,10500000.0,60833333.0,23.0,2.0,310.0,0.0,0.0
1477,17500000.0,59333333.0,118.0,9.0,269.0,2.0,29666667.0
1478,18000000.0,60500000.0,126.0,9.0,191.0,1.0,15125000.0
1479,13000000.0,61000000.0,78.0,4.0,484.0,1.0,15250000.0
1480,22000000.0,52166667.0,16.0,4.0,371.0,0.0,0.0
1481,21000000.0,57000000.0,100.0,7.0,256.0,1.0,14250000.0
1482,23000000.0,44000000.0,49.0,4.0,324.0,1.0,11000000.0
1483,17500000.0,55333333.0,30.0,2.0,662.0,1.0,13833333.0
1484,22000000.0,59833333.0,54.0,2.0,585.0,1.0,14958333.0
1485,23000000.0,54833333.0,49.0,3.0,458.0,1.0,13708333.0
1486,10500000.0,61166667.0,23.0,2.0,219.0,0.0,0.0
1487,15500000.0,51333333.0,42.0,3.0,410.0,1.0,12833333.0
1488,10700000.0,62666667.0,65.0,3.0,241.0,1.0,15666667.0
1489,19000000.0,72333333.0,102.0,5.0,476.0,2.0,36166667.0
1490,10500000.0,55333333.0,40.0,2.0,248.0,1.0,13833333.0
1491,13000000.0,59166667.0,0.0,0.0,388.0,0.0,0.0
1492,10500000.0,60166667.0,46.0,2.0,385.0,1.0,15041667.0
1493,13000000.0,62333333.0,63.0,5.0,323.0,0.0,0.0
1494,18000000.0,82833333.0,128.0,7.0,190.0,2.0,41416667.0
1495,17500000.0,59000000.0,19.999999999999993,2.0,429.0,0.0,0.0
1496,9700000.0,58833333.0,25.0,1.0,397.0,1.0,14708333.0
1497,18500000.0,61166667.0,111.0,8.0,219.0,1.0,15291667.0
1498,6700000.0,52500000.0,81.0,4.0,301.0,2.0,26250000.0
1499,26000000.0,136333333.0,12.0,1.0,585.0,0.0,0.0
1500,10500000.0,59833333.0,45.0,3.0,315.0,1.0,14958333.0
1501,9700000.0,59666667.0,2.0,1.0,442.0,0.0,0.0
1502,18000000.0,67666667.0,134.0,8.0,279.0,1.0,16916667.0
1503,9700000.0,59833333.0,36.0,2.0,327.0,2.0,29916667.0
1504,18000000.0,59000000.0,97.0,4.0,522.0,2.0,29500000.0
1505,13000000.0,58833333.0,24.0,1.0,498.0,1.0,14708333.0
1506,15500000.0,77666667.0,18.0,2.0,494.0,1.0,19416667.0
1507,10500000.0,57000000.0,51.0,4.0,269.0,1.0,14250000.0
1508,18000000.0,57666667.0,164.0,9.0,157.0,2.0,28833333.0
1509,10500000.0,58666667.0,83.0,6.0,225.0,1.0,14666667.0
1510,10500000.0,62666667.0,55.0,4.0,281.0,2.0,31333333.0
1511,13000000.0,59833333.0,55.0,3.0,357.0,1.0,14958333.0
1512,26000000.0,145500000.0,44.0,2.0,673.0,1.0,36375000.0
1513,19000000.0,67833333.0,175.0,10.0,203.0,2.0,33916667.0
1514,10500000.0,64166667.0,28.0,2.0,257.0,1.0,16041667.0
1515,13000000.0,67000000.0,52.0,3.0,397.0,1.0,16750000.0
1516,15500000.0,73833333.0,85.0,6.0,138.0,1.0,18458333.0
1517,8700000.0,57833333.0,54.0,3.0,315.0,1.0,14458333.0
1518,17500000.0,72833333.0,114.0,9.0,296.0,1.0,18208333.0
1519,20000000.0,62666667.0,49.0,3.0,566.0,1.0,15666667.0
1520,15500000.0,57166667.0,75.0,6.0,134.0,1.0,14291667.0
1521,17500000.0,78500000.0,96.0,5.0,288.0,2.0,39250000.0
1522,10700000.0,63333333.0,26.0,1.0,310.0,1.0,15833333.0
1523,24000000.0,72500000.0,69.0,4.0,546.0,1.0,18125000.0
1524,19000000.0,67000000.0,204.0,10.0,238.0,3.0,50250000.0
1525,14500000.0,58666667.0,7.000000000000007,1.0,339.0,0.0,0.0
1526,18000000.0,60000000.0,19.999999999999993,2.0,654.0,1.0,15000000.0
1527,13000000.0,59833333.0,112.0,7.0,391.0,3.0,44875000.0
1528,22500000.0,69500000.0,64.0,3.0,562.0,1.0,17375000.0
1529,10500000.0,59833333.0,43.0,4.0,268.0,1.0,14958333.0
1530,10500000.0,55666667.0,55.0,3.0,293.0,1.0,13916667.0
1531,18000000.0,62833333.0,100.0,6.0,184.0,1.0,15708333.0
1532,10500000.0,66666667.0,92.0,6.0,301.0,2.0,33333333.0
1533,10500000.0,52500000.0,46.0,2.0,305.0,1.0,13125000.0
1534,21500000.0,67000000.0,19.0,1.0,547.0,1.0,16750000.0
1535,11700000.0,58666667.0,109.0,5.0,384.0,1.0,14666667.0
1536,25000000.0,137833333.0,46.0,3.0,603.0,1.0,34458333.0
1537,15500000.0,70000000.0,33.0,2.0,527.0,1.0,17500000.0
1538,15500000.0,62000000.0,151.0,8.0,217.0,2.0,31000000.0
1539,15500000.0,82833333.0,51.0,3.0,430.0,1.0,20708333.0
1540,2600000.0,21666667.0,108.0,8.0,64.0,1.0,5416667.0
1541,18000000.0,43833333.0,106.0,7.0,131.0,3.0,32875000.0
1542,19000000.0,38166667.0,103.0,6.0,107.0,2.0,19083333.0
1543,26500000.0,138333333.0,18.0,1.0,559.0,1.0,34583333.0
1544,10500000.0,58500000.0,65.0,3.0,217.0,1.0,14625000.0
1545,26500000.0,131000000.0,19.0,1.0,561.0,1.0,32750000.0
1546,21000000.0,54000000.0,74.0,6.0,552.0,1.0,13500000.0
1547,10500000.0,60666667.0,7.000000000000007,1.0,367.0,0.0,0.0
1548,18500000.0,59333333.0,99.0,5.0,690.0,1.0,14833333.0
1549,27500000.0,137666667.0,0.0,0.0,499.0,0.0,0.0
1550,17500000.0,64833333.0,50.0,4.0,167.0,1.0,16208333.0
1551,15500000.0,46333333.0,54.0,2.0,477.0,1.0,11583333.0
1552,13000000.0,58333333.0,134.0,9.0,367.0,2.0,29166667.0
1553,24000000.0,51333333.0,39.0,2.0,642.0,1.0,12833333.0
1554,18500000.0,73333333.0,173.0,11.0,223.0,3.0,55000000.0
1555,13000000.0,53166667.0,75.0,3.0,399.0,1.0,13291667.0
1556,10500000.0,58333333.0,85.0,5.0,353.0,2.0,29166667.0
1557,24000000.0,61666667.0,204.0,9.0,245.0,4.0,61666667.0
1558,10500000.0,62333333.0,105.0,6.0,359.0,2.0,31166667.0
1559,13000000.0,60166667.0,55.0,4.0,441.0,1.0,15041667.0
1560,11500000.0,60166667.0,30.0,2.0,459.0,1.0,15041667.0
1561,27000000.0,138333333.0,30.0,2.0,456.0,1.0,34583333.0
1562,15500000.0,62666667.0,55.0,3.0,592.0,1.0,15666667.0
1563,15500000.0,65000000.0,89.0,4.0,435.0,2.0,32500000.0
1564,10500000.0,59666667.0,51.0,4.0,314.0,1.0,14916667.0
1565,13000000.0,66000000.0,59.0,5.0,322.0,1.0,16500000.0
1566,8500000.0,60333333.0,54.0,3.0,390.0,1.0,15083333.0
1567,13700000.0,64666667.0,55.0,3.0,372.0,1.0,16166667.0
1568,18500000.0,54666667.0,14.0,1.0,447.0,0.0,0.0
1569,200000.0,22166667.0,60.0,5.0,94.0,1.0,5541667.0
1570,6700000.0,56500000.0,9.0,1.0,317.0,0.0,0.0
1571,10500000.0,54500000.0,31.0,3.0,377.0,1.0,13625000.0
1572,13000000.0,55166667.0,15.0,1.0,446.0,1.0,13791667.0
1573,10500000.0,54833333.0,117.0,8.0,327.0,1.0,13708333.0
1574,19000000.0,48333333.0,73.0,4.0,120.0,1.0,12083333.0
1575,9700000.0,55500000.0,27.0,2.0,356.0,1.0,13875000.0
1576,19000000.0,50833333.0,17.0,3.0,428.0,0.0,0.0
1577,18000000.0,68666667.0,65.0,6.0,151.0,1.0,17166667.0
1578,15500000.0,65166667.0,19.0,1.0,412.0,1.0,16291667.0
1579,21000000.0,74333333.0,21.0,1.0,560.0,1.0,18583333.0
1580,13000000.0,59666667.0,58.0,4.0,384.0,2.0,29833333.0
1581,4700000.0,22666667.0,102.0,8.0,74.0,1.0,5666667.0
1582,13000000.0,55333333.0,53.0,4.0,326.0,1.0,13833333.0
1583,24000000.0,55000000.0,27.0,1.0,476.0,1.0,13750000.0
1584,24000000.0,70500000.0,145.0,8.0,228.0,3.0,52875000.0
1585,21000000.0,83333333.0,204.0,11.0,283.0,3.0,62500000.0
1586,17500000.0,57666667.0,74.0,6.0,280.0,1.0,14416667.0
1587,10500000.0,61833333.0,6.0,1.0,335.0,0.0,0.0
1588,10500000.0,63500000.0,16.0,2.0,214.0,0.0,0.0
1589,13000000.0,56500000.0,3.0,1.0,466.0,0.0,0.0
1590,15500000.0,57166667.0,71.0,3.0,605.0,1.0,14291667.0
1591,16000000.0,57166667.0,88.0,5.0,289.0,1.0,14291667.0
1592,17500000.0,44833333.0,41.0,3.0,644.0,1.0,11208333.0
1593,18000000.0,55333333.0,138.0,9.0,142.0,3.0,41500000.0
1594,13000000.0,57333333.0,0.0,0.0,436.0,0.0,0.0
1595,24000000.0,66333333.0,108.0,9.0,129.0,2.0,33166667.0
1596,20500000.0,72333333.0,114.0,8.0,222.0,3.0,54250000.0
1597,10500000.0,58500000.0,32.0,2.0,278.0,1.0,14625000.0
1598,13700000.0,55500000.0,138.0,11.0,360.0,1.0,13875000.0
1599,17500000.0,68333333.0,120.0,6.0,173.0,2.0,34166667.0
1600,26000000.0,140500000.0,44.0,2.0,502.0,1.0,35125000.0
1601,18000000.0,62666667.0,139.0,10.0,244.0,3.0,47000000.0
1602,17500000.0,50833333.0,107.0,7.0,285.0,2.0,25416667.0
1603,7700000.0,58500000.0,32.0,2.0,316.0,1.0,14625000.0
1604,25500000.0,147166667.0,82.0,6.0,126.0,1.0,36791667.0
1605,24000000.0,69500000.0,129.0,8.0,296.0,2.0,34750000.0
1606,18000000.0,67666667.0,130.0,7.0,133.0,2.0,33833333.0
1607,13000000.0,56833333.0,29.0,1.0,457.0,1.0,14208333.0
1608,10500000.0,63166667.0,39.0,3.0,468.0,1.0,15791667.0
1609,21000000.0,60166667.0,104.0,5.0,234.0,1.0,15041667.0
1610,26000000.0,137500000.0,55.0,3.0,586.0,1.0,34375000.0
1611,18500000.0,69333333.0,202.0,8.0,140.0,2.0,34666667.0
1612,18000000.0,54333333.0,103.0,4.0,543.0,2.0,27166667.0
1613,21500000.0,79333333.0,29.0,2.0,463.0,1.0,19833333.0
1614,19500000.0,49666667.0,83.0,5.0,384.0,1.0,12416667.0
1615,15500000.0,75166667.0,69.0,6.0,115.0,1.0,18791667.0
1616,15500000.0,71500000.0,55.0,5.0,298.0,2.0,35750000.0
1617,24000000.0,66666667.0,15.0,1.0,591.0,1.0,16666667.0
1618,17500000.0,53500000.0,24.0,1.0,301.0,1.0,13375000.0
1619,25500000.0,138000000.0,0.0,0.0,388.0,0.0,0.0
1620,24000000.0,47666667.0,130.0,8.0,229.0,1.0,11916667.0
1621,13000000.0,58833333.0,0.0,0.0,344.0,0.0,0.0
1622,18000000.0,62500000.0,83.0,6.0,247.0,1.0,15625000.0
1623,17500000.0,52500000.0,93.0,5.0,255.0,1.0,13125000.0
1624,5700000.0,62500000.0,31.0,2.0,434.0,1.0,15625000.0
1625,10500000.0,59166667.0,64.0,6.0,206.0,1.0,14791667.0
1626,19000000.0,70666667.0,26.0,2.0,472.0,1.0,17666667.0
1627,200000.0,17666667.0,159.0,11.0,98.0,2.0,8833333.0
1628,17500000.0,77500000.0,41.0,3.0,461.0,1.0,19375000.0
1629,11500000.0,63000000.0,87.0,4.0,348.0,1.0,15750000.0
1630,13000000.0,59833333.0,37.0,2.0,386.0,1.0,14958333.0
1631,22000000.0,63166667.0,17.0,3.0,599.0,0.0,0.0
1632,10500000.0,57833333.0,15.0,2.0,302.0,0.0,0.0
1633,15500000.0,50833333.0,79.0,3.0,440.0,2.0,25416667.0
1634,13000000.0,59166667.0,51.0,3.0,465.0,1.0,14791667.0
1635,24000000.0,80000000.0,44.0,5.0,238.0,1.0,20000000.0
1636,15500000.0,58833333.0,88.0,6.0,214.0,1.0,14708333.0
1637,13000000.0,59833333.0,40.0,2.0,476.0,1.0,14958333.0
1638,19000000.0,62000000.0,49.0,3.0,671.0,1.0,15500000.0
1639,15500000.0,74500000.0,103.0,7.0,104.0,2.0,37250000.0
1640,15500000.0,66000000.0,15.0,3.0,432.0,0.0,0.0
1641,18000000.0,69166667.0,17.0,1.0,639.0,1.0,17291667.0
1642,10500000.0,57666667.0,85.0,4.0,265.0,1.0,14416667.0
1643,18000000.0,75500000.0,47.0,4.0,634.0,1.0,18875000.0
1644,17500000.0,41333333.0,19.999999999999993,1.0,576.0,1.0,10333333.0
1645,24500000.0,83333333.0,2.0,1.0,639.0,0.0,0.0
1646,19000000.0,75000000.0,134.0,7.0,139.0,1.0,18750000.0
1647,10500000.0,51333333.0,38.0,3.0,354.0,1.0,12833333.0
1648,17500000.0,54333333.0,29.0,2.0,497.0,1.0,13583333.0
1649,21000000.0,57666667.0,38.0,3.0,404.0,1.0,14416667.0
1650,15500000.0,53333333.0,49.0,4.0,614.0,0.0,0.0
1651,6700000.0,61333333.0,131.0,9.0,399.0,2.0,30666667.0
1652,10500000.0,54833333.0,50.0,3.0,251.0,1.0,13708333.0
1653,10500000.0,55166667.0,9.0,1.0,308.0,0.0,0.0
1654,19500000.0,69166667.0,37.0,3.0,575.0,1.0,17291667.0
1655,18500000.0,63333333.0,1.0,1.0,586.0,0.0,0.0
1656,24000000.0,58833333.0,74.0,5.0,251.0,1.0,14708333.0
1657,17500000.0,56666667.0,34.0,2.0,420.0,1.0,14166667.0
1658,18000000.0,55333333.0,72.0,5.0,177.0,2.0,27666667.0
1659,22500000.0,72500000.0,90.0,7.0,170.0,1.0,18125000.0
1660,24000000.0,73000000.0,25.0,3.0,273.0,1.0,18250000.0
1661,15500000.0,53666667.0,131.0,7.0,218.0,4.0,53666667.0
1662,15500000.0,82333333.0,104.0,5.0,209.0,3.0,61750000.0
1663,13000000.0,56333333.0,0.0,0.0,329.0,0.0,0.0
1664,10500000.0,49833333.0,90.0,6.0,386.0,1.0,12458333.0
1665,18500000.0,60666667.0,110.0,7.0,255.0,2.0,30333333.0
1666,19000000.0,71666667.0,122.0,9.0,194.0,3.0,53750000.0
1667,200000.0,22666667.0,116.0,7.0,14.0,2.0,11333333.0
1668,7700000.0,60000000.0,24.0,1.0,466.0,1.0,15000000.0
1669,14700000.0,55500000.0,6.0,1.0,305.0,0.0,0.0
1670,10500000.0,62166667.0,12.0,1.0,360.0,0.0,0.0
1671,18000000.0,45500000.0,188.0,11.0,181.0,3.0,34125000.0
1672,21000000.0,58333333.0,116.0,7.0,208.0,1.0,14583333.0
1673,18500000.0,55833333.0,146.0,8.0,178.0,2.0,27916667.0
1674,12500000.0,52666667.0,69.0,4.0,264.0,1.0,13166667.0
1675,18000000.0,48000000.0,172.0,9.0,173.0,5.0,60000000.0
1676,27500000.0,142833333.0,93.0,6.0,295.0,1.0,35708333.0
1677,14700000.0,59000000.0,35.0,2.0,246.0,1.0,14750000.0
1678,2600000.0,16666666.999999993,138.0,7.0,1.0,4.0,16666667.0
1679,10500000.0,59166667.0,65.0,4.0,246.0,2.0,29583333.0
1680,18000000.0,70166667.0,44.0,3.0,674.0,1.0,17541667.0
1681,22500000.0,64166667.0,67.0,5.0,181.0,1.0,16041667.0
1682,18000000.0,69000000.0,136.0,8.0,135.0,3.0,51750000.0
1683,17500000.0,49333333.0,47.0,2.0,580.0,2.0,24666667.0
1684,19000000.0,61166667.0,37.0,3.0,688.0,1.0,15291667.0
1685,19000000.0,52166667.0,182.0,9.0,201.0,5.0,65208333.0
1686,24000000.0,67000000.0,121.0,7.0,284.0,1.0,16750000.0
1687,26500000.0,147666667.0,8.0,1.0,264.0,0.0,0.0
1688,15500000.0,53500000.0,161.0,8.0,234.0,2.0,26750000.0
1689,15500000.0,53500000.0,125.0,5.0,487.0,3.0,40125000.0
1690,13000000.0,62333333.0,192.0,9.0,308.0,5.0,77916667.0
1691,25500000.0,133666667.0,27.0,1.0,418.0,1.0,33416667.0
1692,21000000.0,76333333.0,150.0,8.0,272.0,3.0,57250000.0
1693,17500000.0,43166667.0,32.0,2.0,536.0,1.0,10791667.0
1694,12700000.0,57500000.0,0.0,0.0,449.0,0.0,0.0
1695,13000000.0,55333333.0,0.0,0.0,344.0,0.0,0.0
1696,21000000.0,56333333.0,113.0,7.0,177.0,2.0,28166667.0
1697,7700000.0,57500000.0,15.0,1.0,236.0,1.0,14375000.0
1698,13000000.0,60000000.0,49.0,3.0,471.0,1.0,15000000.0
1699,15500000.0,54333333.0,88.0,7.0,190.0,1.0,13583333.0
1700,26000000.0,141833333.0,42.0,2.0,559.0,1.0,35458333.0
1701,18000000.0,67333333.0,13.0,2.0,672.0,0.0,0.0
1702,18000000.0,62833333.0,40.0,3.0,557.0,1.0,15708333.0
1703,13000000.0,61333333.0,52.0,2.0,340.0,2.0,30666667.0
1704,19000000.0,81500000.0,137.0,8.0,245.0,2.0,40750000.0
1705,24000000.0,77333333.0,80.0,9.0,225.0,1.0,19333333.0
1706,5700000.0,56833333.0,153.0,10.0,364.0,2.0,28416667.0
1707,10500000.0,60500000.0,57.0,3.0,487.0,1.0,15125000.0
1708,24000000.0,69166667.0,31.0,3.0,669.0,1.0,17291667.0
1709,29000000.0,137500000.0,40.0,3.0,524.0,1.0,34375000.0
1710,13000000.0,59666667.0,14.0,1.0,410.0,0.0,0.0
1711,17500000.0,54333333.0,90.0,7.0,144.0,1.0,13583333.0
1712,13000000.0,61166667.0,64.0,3.0,424.0,1.0,15291667.0
1713,21500000.0,56000000.0,28.0,3.0,545.0,0.0,0.0
1714,19000000.0,73666667.0,77.0,5.0,679.0,2.0,36833333.0
1715,22500000.0,50833333.0,41.0,3.0,412.0,1.0,12708333.0
1716,10500000.0,59000000.0,32.0,3.0,397.0,0.0,0.0
1717,17500000.0,67333333.0,33.0,3.0,416.0,1.0,16833333.0
1718,8700000.0,63333333.0,8.0,1.0,475.0,0.0,0.0
1719,18500000.0,52833333.0,0.0,0.0,568.0,0.0,0.0
1720,24500000.0,66333333.0,136.0,7.0,259.0,2.0,33166667.0
1721,18000000.0,57666667.0,144.0,9.0,116.0,3.0,43250000.0
1722,13500000.0,56333333.0,36.0,2.0,207.0,1.0,14083333.0
1723,24000000.0,68500000.0,144.0,8.0,277.0,3.0,51375000.0
1724,18500000.0,75666667.0,178.0,10.0,296.0,3.0,56750000.0
1725,17500000.0,49333333.0,134.0,9.0,183.0,2.0,24666667.0
1726,19000000.0,61000000.0,50.0,3.0,171.0,1.0,15250000.0
1727,22500000.0,55166667.0,97.0,5.0,639.0,1.0,13791667.0
1728,22500000.0,78500000.0,136.0,7.0,245.0,2.0,39250000.0
1729,15000000.0,57000000.0,159.0,8.0,179.0,2.0,28500000.0
1730,17500000.0,56833333.0,137.0,8.0,196.0,2.0,28416667.0
1731,21500000.0,62666667.0,137.0,10.0,105.0,2.0,31333333.0
1732,18000000.0,61000000.0,156.0,9.0,289.0,6.0,91500000.0
1733,26000000.0,141666667.0,53.0,3.0,531.0,1.0,35416667.0
1734,10500000.0,67000000.0,142.0,10.0,395.0,2.0,33500000.0
1735,19000000.0,63333333.0,0.0,0.0,493.0,0.0,0.0
1736,18000000.0,54333333.0,107.0,7.0,180.0,2.0,27166667.0
1737,19000000.0,53833333.0,89.0,6.0,117.0,1.0,13458333.0
1738,19000000.0,53000000.0,134.0,8.0,127.0,3.0,39750000.0
1739,18000000.0,77833333.0,95.0,6.0,176.0,2.0,38916667.0
1740,5700000.0,64333333.0,39.0,3.0,499.0,1.0,16083333.0
1741,21000000.0,58833333.0,22.0,3.0,616.0,1.0,14708333.0
1742,29000000.0,138500000.0,24.0,1.0,688.0,1.0,34625000.0
1743,15500000.0,65000000.0,0.0,0.0,414.0,0.0,0.0
1744,14700000.0,60666667.0,35.0,3.0,207.0,1.0,15166667.0
1745,10500000.0,59666667.0,21.0,2.0,320.0,1.0,14916667.0
1746,13000000.0,59333333.0,0.0,0.0,342.0,0.0,0.0
1747,15500000.0,59666667.0,58.0,3.0,521.0,1.0,14916667.0
1748,24000000.0,68333333.0,54.0,9.0,237.0,1.0,17083333.0
1749,17500000.0,64333333.0,162.0,8.0,215.0,3.0,48250000.0
1750,17500000.0,68166667.0,83.0,4.0,686.0,1.0,17041667.0
1751,26500000.0,132666667.0,161.0,10.0,327.0,2.0,66333333.0
1752,13000000.0,58500000.0,40.0,4.0,388.0,1.0,14625000.0
1753,10500000.0,58500000.0,55.0,3.0,391.0,1.0,14625000.0
1754,13700000.0,60500000.0,16.0,1.0,299.0,1.0,15125000.0
1755,13000000.0,57500000.0,0.0,0.0,407.0,0.0,0.0
1756,16000000.0,73000000.0,66.0,3.0,606.0,2.0,36500000.0
1757,21000000.0,63500000.0,12.0,1.0,628.0,0.0,0.0
1758,13000000.0,62500000.0,45.0,2.0,425.0,1.0,15625000.0
1759,21000000.0,60833333.0,10.0,1.0,515.0,0.0,0.0
1760,8700000.0,61166667.0,74.0,3.0,305.0,2.0,30583333.0
1761,19000000.0,64500000.0,197.0,11.0,231.0,3.0,48375000.0
1762,13700000.0,61833333.0,52.0,2.0,300.0,1.0,15458333.0
1763,27000000.0,143166667.0,28.0,3.0,475.0,0.0,0.0
1764,17500000.0,55000000.0,126.0,7.0,199.0,2.0,27500000.0
1765,24000000.0,49333333.0,1.0,1.0,636.0,0.0,0.0
1766,18000000.0,57166667.0,126.0,8.0,240.0,2.0,28583333.0
1767,11500000.0,58666667.0,7.000000000000007,1.0,353.0,0.0,0.0
1768,13000000.0,63000000.0,15.0,1.0,392.0,1.0,15750000.0
1769,24500000.0,75333333.0,50.0,3.0,425.0,1.0,18833333.0
1770,24000000.0,80500000.0,203.0,10.0,205.0,4.0,80500000.0
1771,18500000.0,71333333.0,88.0,7.0,169.0,1.0,17833333.0
1772,15500000.0,61833333.0,30.0,1.0,576.0,1.0,15458333.0
1773,23000000.0,63000000.0,36.0,4.0,503.0,0.0,0.0
1774,10500000.0,60333333.0,23.0,2.0,346.0,1.0,15083333.0
1775,13000000.0,64666667.0,52.0,2.0,469.0,1.0,16166667.0
1776,18000000.0,53333333.0,98.0,5.0,233.0,1.0,13333333.0
1777,10500000.0,65666667.0,24.0,1.0,336.0,1.0,16416667.0
1778,21000000.0,82166667.0,98.0,8.0,166.0,1.0,20541667.0
1779,18500000.0,63166667.0,74.0,5.0,143.0,1.0,15791667.0
1780,13000000.0,62333333.0,62.0,4.0,316.0,2.0,31166667.0
1781,15000000.0,74333333.0,116.0,6.0,116.0,3.0,55750000.0
1782,10500000.0,63833333.0,0.0,0.0,307.0,0.0,0.0
1783,22000000.0,58833333.0,12.0,2.0,390.0,0.0,0.0
1784,17500000.0,73333333.0,172.0,9.0,167.0,3.0,55000000.0
1785,15500000.0,63333333.0,88.0,6.0,268.0,1.0,15833333.0
1786,10700000.0,58666667.0,51.0,3.0,213.0,1.0,14666667.0
1787,15500000.0,52833333.0,221.0,11.0,174.0,3.0,39625000.0
1788,17500000.0,60000000.0,111.0,7.0,207.0,2.0,30000000.0
