,net_income,loan_amount,amount_of_late,late_payment_amount,credit_score,arrears_amounts,loss_reverse,credit_risk
863,24000000.0,81666666.66666667,109.0,8.0,246.0,2.0,40833333.333333336,Tertagih dengan resiko tinggi
864,17500000.0,55833333.333333336,92.0,8.0,241.0,1.0,13958333.333333334,Tidak tertagih dengan resiko tinggi
865,10500000.0,59500000.0,88.0,4.0,393.0,2.0,29750000.0,Tertagih dengan resiko tinggi
866,15500000.0,63833333.333333336,36.0,2.0,600.0,1.0,15958333.333333334,Tidak tertagih dengan resiko tinggi
867,18500000.0,77666666.66666667,107.0,8.0,285.0,2.0,38833333.333333336,Tertagih dengan resiko tinggi
868,2600000.0,22000000.0,102.0,6.0,54.0,2.0,11000000.0,Tertagih dengan resiko rendah
869,13000000.0,52833333.333333336,49.0,3.0,488.0,1.0,13208333.333333334,Tidak tertagih dengan resiko tinggi
870,22500000.0,66166666.66666666,7.000000000000007,1.0,534.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
871,2600000.0,19333333.33333333,94.0,6.0,71.0,2.0,9666666.666666666,Tertagih dengan resiko rendah
872,17500000.0,71666666.66666667,178.0,8.0,227.0,2.0,35833333.333333336,Tertagih dengan resiko tinggi
873,15500000.0,51000000.0,27.0,1.0,635.0,1.0,12750000.0,Tidak tertagih dengan resiko tinggi
874,10500000.0,58666666.66666666,144.0,7.0,385.0,1.0,14666666.666666666,Tidak tertagih dengan resiko tinggi
875,200000.0,16833333.33333333,78.0,6.0,50.0,1.0,4208333.333333332,Tertagih dengan resiko rendah
876,6700000.0,57500000.0,114.0,6.0,419.0,2.0,28750000.0,Tertagih dengan resiko tinggi
877,13000000.0,59666666.66666666,45.0,3.0,486.0,1.0,14916666.666666666,Tidak tertagih dengan resiko tinggi
878,25500000.0,138166666.66666666,70.0,4.0,334.0,1.0,34541666.666666664,Tidak tertagih dengan resiko rendah
879,29000000.0,139333333.33333334,161.0,8.0,233.0,2.0,69666666.66666667,Tidak tertagih dengan resiko rendah
880,18000000.0,63833333.333333336,136.0,9.0,246.0,2.0,31916666.666666668,Tertagih dengan resiko tinggi
881,17500000.0,46666666.66666666,79.0,4.0,469.0,1.0,11666666.666666666,Tidak tertagih dengan resiko tinggi
882,18000000.0,71166666.66666667,30.0,2.0,401.0,1.0,17791666.666666668,Tidak tertagih dengan resiko tinggi
883,4700000.0,22666666.66666667,92.0,6.0,90.0,1.0,5666666.666666668,Tertagih dengan resiko rendah
884,18500000.0,86500000.0,57.0,3.0,636.0,1.0,21625000.0,Tidak tertagih dengan resiko tinggi
885,2600000.0,17500000.0,120.0,10.0,19.0,4.0,17500000.0,Tertagih dengan resiko rendah
886,18500000.0,62666666.66666666,91.0,9.0,298.0,1.0,15666666.666666666,Tidak tertagih dengan resiko tinggi
887,24000000.0,55500000.0,22.0,2.0,486.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
888,18000000.0,56166666.66666666,133.0,8.0,131.0,2.0,28083333.33333333,Tertagih dengan resiko tinggi
889,18000000.0,58333333.333333336,54.0,2.0,647.0,1.0,14583333.333333334,Tidak tertagih dengan resiko tinggi
890,13000000.0,56000000.0,21.0,1.0,403.0,1.0,14000000.0,Tidak tertagih dengan resiko tinggi
891,200000.0,14166666.666666664,116.0,8.0,22.0,1.0,3541666.666666666,Tertagih dengan resiko rendah
892,19000000.0,72500000.0,69.0,3.0,689.0,1.0,18125000.0,Tidak tertagih dengan resiko tinggi
893,25500000.0,142166666.66666666,37.0,2.0,522.0,1.0,35541666.666666664,Tidak tertagih dengan resiko rendah
894,16500000.0,61666666.66666666,90.0,6.0,189.0,1.0,15416666.666666666,Tidak tertagih dengan resiko tinggi
895,17500000.0,72333333.33333331,95.0,7.0,146.0,1.0,18083333.33333333,Tidak tertagih dengan resiko tinggi
896,21000000.0,66500000.0,14.0,1.0,525.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
897,2600000.0,23666666.66666667,93.0,5.0,98.0,1.0,5916666.666666668,Tertagih dengan resiko rendah
898,13000000.0,63833333.333333336,36.0,3.0,370.0,1.0,15958333.333333334,Tidak tertagih dengan resiko tinggi
899,22500000.0,59333333.333333336,73.0,5.0,169.0,1.0,14833333.333333334,Tidak tertagih dengan resiko tinggi
900,17500000.0,51333333.333333336,12.0,2.0,569.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
901,24000000.0,55666666.66666666,88.0,4.0,693.0,3.0,41750000.0,Tertagih dengan resiko tinggi
902,15500000.0,62500000.0,26.0,1.0,460.0,1.0,15625000.0,Tidak tertagih dengan resiko tinggi
903,10500000.0,58666666.66666666,109.0,7.0,209.0,2.0,29333333.33333333,Tertagih dengan resiko tinggi
904,5700000.0,62166666.66666666,50.0,3.0,355.0,1.0,15541666.666666666,Tidak tertagih dengan resiko tinggi
905,18500000.0,68833333.33333333,29.0,2.0,665.0,1.0,17208333.333333332,Tidak tertagih dengan resiko tinggi
906,10500000.0,54333333.333333336,1.0,1.0,254.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
907,15500000.0,54666666.66666666,146.0,8.0,109.0,3.0,41000000.0,Tertagih dengan resiko tinggi
908,3560000.0,16166666.666666664,21.0,4.0,55.0,1.0,4041666.666666666,Tertagih dengan resiko rendah
909,10500000.0,52666666.66666666,17.0,2.0,261.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
910,15500000.0,58833333.333333336,85.0,7.0,174.0,1.0,14708333.333333334,Tidak tertagih dengan resiko tinggi
911,18000000.0,51000000.0,32.0,2.0,540.0,1.0,12750000.0,Tidak tertagih dengan resiko tinggi
912,15500000.0,48000000.0,112.0,7.0,136.0,2.0,24000000.0,Tertagih dengan resiko tinggi
913,24000000.0,56333333.333333336,13.0,2.0,585.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
914,25000000.0,138666666.66666666,116.0,7.0,328.0,2.0,69333333.33333333,Tidak tertagih dengan resiko rendah
915,18500000.0,65166666.66666666,160.0,9.0,111.0,2.0,32583333.33333333,Tertagih dengan resiko tinggi
916,11700000.0,57666666.66666666,54.0,2.0,285.0,1.0,14416666.666666666,Tidak tertagih dengan resiko tinggi
917,18500000.0,81333333.33333331,93.0,7.0,259.0,2.0,40666666.66666666,Tertagih dengan resiko tinggi
918,22500000.0,66833333.333333336,6.0,1.0,571.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
919,18000000.0,60500000.0,52.0,3.0,699.0,1.0,15125000.0,Tidak tertagih dengan resiko tinggi
920,17500000.0,75000000.0,85.0,5.0,279.0,1.0,18750000.0,Tidak tertagih dengan resiko tinggi
921,15500000.0,54666666.66666666,3.0,1.0,608.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
922,19000000.0,75000000.0,92.0,7.0,187.0,1.0,18750000.0,Tidak tertagih dengan resiko tinggi
923,13000000.0,53666666.66666666,55.0,3.0,490.0,2.0,26833333.33333333,Tidak tertagih dengan resiko tinggi
924,17500000.0,49500000.0,16.0,3.0,410.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
925,30000000.0,140333333.33333334,98.0,5.0,262.0,1.0,35083333.333333336,Tidak tertagih dengan resiko rendah
926,21000000.0,69500000.0,14.0,2.0,511.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
927,19000000.0,67166666.66666667,60.0,3.0,516.0,1.0,16791666.666666668,Tidak tertagih dengan resiko tinggi
928,3080000.0,26666666.66666667,192.0,12.0,94.0,3.0,20000000.0,Tertagih dengan resiko rendah
929,10500000.0,62833333.333333336,37.0,3.0,369.0,1.0,15708333.333333334,Tidak tertagih dengan resiko tinggi
930,14700000.0,59166666.66666666,25.0,2.0,254.0,1.0,14791666.666666666,Tidak tertagih dengan resiko tinggi
931,13000000.0,55333333.333333336,140.0,7.0,408.0,3.0,41500000.0,Tertagih dengan resiko tinggi
932,18000000.0,74333333.33333331,32.0,2.0,518.0,2.0,37166666.66666666,Tertagih dengan resiko tinggi
933,13000000.0,57833333.333333336,21.0,2.0,447.0,1.0,14458333.333333334,Tidak tertagih dengan resiko tinggi
934,13000000.0,58833333.333333336,16.0,3.0,304.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
935,10500000.0,57500000.0,84.0,5.0,340.0,1.0,14375000.0,Tidak tertagih dengan resiko tinggi
936,13000000.0,63666666.66666666,39.0,3.0,492.0,1.0,15916666.666666666,Tidak tertagih dengan resiko tinggi
937,7700000.0,58500000.0,53.0,5.0,267.0,1.0,14625000.0,Tidak tertagih dengan resiko tinggi
938,11500000.0,64000000.0,69.0,6.0,209.0,1.0,16000000.0,Tidak tertagih dengan resiko tinggi
939,15500000.0,62333333.333333336,65.0,6.0,286.0,1.0,15583333.333333334,Tidak tertagih dengan resiko tinggi
940,15500000.0,58166666.66666666,87.0,7.0,193.0,1.0,14541666.666666666,Tidak tertagih dengan resiko tinggi
941,7700000.0,66166666.66666666,36.0,3.0,353.0,2.0,33083333.33333333,Tertagih dengan resiko tinggi
942,6700000.0,61500000.0,23.0,3.0,454.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
943,18000000.0,58000000.0,5.0,1.0,518.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
944,18000000.0,64166666.66666666,73.0,7.0,137.0,1.0,16041666.666666666,Tidak tertagih dengan resiko tinggi
945,15500000.0,66166666.66666666,106.0,4.0,181.0,2.0,33083333.33333333,Tertagih dengan resiko tinggi
946,13000000.0,56833333.333333336,56.0,3.0,468.0,1.0,14208333.333333334,Tidak tertagih dengan resiko tinggi
947,17500000.0,60333333.333333336,92.0,7.0,240.0,1.0,15083333.333333334,Tidak tertagih dengan resiko tinggi
948,4700000.0,19500000.0,134.0,7.0,4.0,2.0,9750000.0,Tertagih dengan resiko rendah
949,9700000.0,56000000.0,68.0,3.0,317.0,1.0,14000000.0,Tidak tertagih dengan resiko tinggi
950,13700000.0,63000000.0,56.0,2.0,456.0,1.0,15750000.0,Tidak tertagih dengan resiko tinggi
951,6700000.0,61166666.66666666,32.0,2.0,283.0,1.0,15291666.666666666,Tidak tertagih dengan resiko tinggi
952,22500000.0,58500000.0,24.0,3.0,466.0,1.0,14625000.0,Tidak tertagih dengan resiko tinggi
953,10500000.0,60333333.333333336,56.0,4.0,243.0,1.0,15083333.333333334,Tidak tertagih dengan resiko tinggi
954,22500000.0,79166666.66666667,147.0,10.0,183.0,2.0,39583333.333333336,Tertagih dengan resiko tinggi
955,200000.0,16999999.999999993,104.0,8.0,34.0,2.0,8500000.0,Tertagih dengan resiko rendah
956,13000000.0,59166666.66666666,17.0,1.0,326.0,1.0,14791666.666666666,Tidak tertagih dengan resiko tinggi
957,22500000.0,75166666.66666667,84.0,7.0,206.0,1.0,18791666.666666668,Tidak tertagih dengan resiko tinggi
958,18500000.0,53333333.333333336,23.0,3.0,533.0,1.0,13333333.333333334,Tidak tertagih dengan resiko tinggi
959,10500000.0,53333333.333333336,84.0,5.0,372.0,2.0,26666666.666666668,Tertagih dengan resiko tinggi
960,14700000.0,60166666.66666666,85.0,8.0,289.0,2.0,30083333.33333333,Tertagih dengan resiko tinggi
961,18500000.0,60666666.66666666,119.0,8.0,227.0,2.0,30333333.33333333,Tertagih dengan resiko tinggi
962,10500000.0,56500000.0,57.0,3.0,361.0,1.0,14125000.0,Tidak tertagih dengan resiko tinggi
963,25500000.0,138833333.33333334,120.0,7.0,306.0,4.0,138833333.33333334,Tidak tertagih dengan resiko rendah
964,4700000.0,17166666.66666667,52.0,3.0,31.0,1.0,4291666.666666668,Tertagih dengan resiko rendah
965,18000000.0,47833333.333333336,156.0,10.0,176.0,1.0,11958333.333333334,Tidak tertagih dengan resiko tinggi
966,15500000.0,50166666.66666666,110.0,8.0,232.0,2.0,25083333.33333333,Tertagih dengan resiko tinggi
967,8700000.0,53666666.66666666,44.0,3.0,447.0,1.0,13416666.666666666,Tidak tertagih dengan resiko tinggi
968,15500000.0,58000000.0,124.0,6.0,203.0,1.0,14500000.0,Tidak tertagih dengan resiko tinggi
969,29000000.0,141166666.66666666,99.0,4.0,211.0,2.0,70583333.33333333,Tidak tertagih dengan resiko rendah
970,10500000.0,56500000.0,40.0,2.0,313.0,1.0,14125000.0,Tidak tertagih dengan resiko tinggi
971,17500000.0,51166666.66666666,45.0,5.0,299.0,1.0,12791666.666666666,Tidak tertagih dengan resiko tinggi
972,5500000.0,54833333.333333336,17.0,1.0,434.0,1.0,13708333.333333334,Tidak tertagih dengan resiko tinggi
973,12500000.0,52500000.0,44.0,2.0,265.0,1.0,13125000.0,Tidak tertagih dengan resiko tinggi
974,13000000.0,57000000.0,152.0,8.0,414.0,2.0,28500000.0,Tertagih dengan resiko tinggi
975,10700000.0,62500000.0,96.0,7.0,303.0,4.0,62500000.0,Tertagih dengan resiko tinggi
976,24000000.0,49333333.333333336,107.0,5.0,408.0,2.0,24666666.666666668,Tertagih dengan resiko tinggi
977,13000000.0,62333333.333333336,78.0,4.0,463.0,1.0,15583333.333333334,Tidak tertagih dengan resiko tinggi
978,18500000.0,76000000.0,87.0,8.0,204.0,1.0,19000000.0,Tertagih dengan resiko tinggi
979,17500000.0,74500000.0,0.0,0.0,511.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
980,15500000.0,69500000.0,118.0,8.0,266.0,1.0,17375000.0,Tidak tertagih dengan resiko tinggi
981,13000000.0,56333333.333333336,0.0,0.0,409.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
982,10500000.0,59666666.66666666,46.0,2.0,220.0,1.0,14916666.666666666,Tidak tertagih dengan resiko tinggi
983,29000000.0,139666666.66666666,8.0,1.0,454.0,0.0,0.0,Tidak tertagih dengan resiko rendah
984,10500000.0,62500000.0,32.0,2.0,318.0,1.0,15625000.0,Tidak tertagih dengan resiko tinggi
985,18000000.0,62166666.66666666,98.0,6.0,221.0,4.0,62166666.66666666,Tertagih dengan resiko tinggi
986,18000000.0,50333333.333333336,57.0,3.0,676.0,1.0,12583333.333333334,Tidak tertagih dengan resiko tinggi
987,18500000.0,74833333.33333331,118.0,10.0,134.0,2.0,37416666.66666666,Tertagih dengan resiko tinggi
988,10500000.0,59666666.66666666,32.0,2.0,327.0,1.0,14916666.666666666,Tidak tertagih dengan resiko tinggi
989,200000.0,19333333.33333333,129.0,9.0,40.0,2.0,9666666.666666666,Tertagih dengan resiko rendah
990,13000000.0,55166666.66666666,101.0,6.0,437.0,2.0,27583333.33333333,Tertagih dengan resiko tinggi
991,22500000.0,65000000.0,74.0,8.0,127.0,1.0,16250000.0,Tidak tertagih dengan resiko tinggi
992,200000.0,23333333.33333333,99.0,7.0,61.0,4.0,23333333.33333333,Tertagih dengan resiko rendah
993,24000000.0,75000000.0,143.0,7.0,288.0,1.0,18750000.0,Tertagih dengan resiko tinggi
994,2600000.0,22500000.0,165.0,10.0,45.0,5.0,28125000.0,Tertagih dengan resiko rendah
995,17500000.0,69500000.0,157.0,10.0,247.0,3.0,52125000.0,Tertagih dengan resiko tinggi
996,22500000.0,65000000.0,46.0,2.0,693.0,1.0,16250000.0,Tidak tertagih dengan resiko tinggi
997,10500000.0,52500000.0,0.0,0.0,329.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
998,18500000.0,65333333.333333336,169.0,7.0,193.0,3.0,49000000.0,Tertagih dengan resiko tinggi
999,200000.0,23666666.66666667,152.0,10.0,18.0,2.0,11833333.333333334,Tertagih dengan resiko rendah
1000,10500000.0,53833333.333333336,8.0,2.0,379.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1001,9700000.0,56333333.333333336,27.0,2.0,315.0,1.0,14083333.333333334,Tidak tertagih dengan resiko tinggi
1002,22500000.0,63500000.0,177.0,9.0,165.0,3.0,47625000.0,Tertagih dengan resiko tinggi
1003,17500000.0,64333333.333333336,74.0,6.0,264.0,2.0,32166666.666666668,Tertagih dengan resiko tinggi
1004,15500000.0,83666666.66666667,78.0,7.0,116.0,1.0,20916666.666666668,Tertagih dengan resiko tinggi
1005,10500000.0,58500000.0,6.0,1.0,276.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1006,22500000.0,56000000.0,19.0,2.0,333.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1007,29000000.0,140166666.66666666,0.0,0.0,572.0,0.0,0.0,Tidak tertagih dengan resiko rendah
1008,14000000.0,64000000.0,6.0,1.0,337.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1009,13000000.0,56666666.66666666,53.0,3.0,385.0,1.0,14166666.666666666,Tidak tertagih dengan resiko tinggi
1010,10500000.0,52833333.333333336,49.0,3.0,246.0,1.0,13208333.333333334,Tidak tertagih dengan resiko tinggi
1011,15500000.0,55833333.333333336,19.0,1.0,642.0,1.0,13958333.333333334,Tidak tertagih dengan resiko tinggi
1012,18000000.0,75000000.0,9.0,2.0,621.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1013,17500000.0,66333333.333333336,42.0,3.0,473.0,1.0,16583333.333333334,Tidak tertagih dengan resiko tinggi
1014,17500000.0,61666666.66666666,76.0,7.0,169.0,1.0,15416666.666666666,Tidak tertagih dengan resiko tinggi
1015,18500000.0,45500000.0,8.0,2.0,614.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1016,23000000.0,64166666.66666666,120.0,7.0,174.0,3.0,48125000.0,Tertagih dengan resiko tinggi
1017,19000000.0,51000000.0,52.0,3.0,389.0,1.0,12750000.0,Tidak tertagih dengan resiko tinggi
1018,17500000.0,62833333.333333336,47.0,3.0,526.0,1.0,15708333.333333334,Tidak tertagih dengan resiko tinggi
1019,10500000.0,59500000.0,32.0,2.0,402.0,1.0,14875000.0,Tidak tertagih dengan resiko tinggi
1020,13000000.0,61000000.0,51.0,3.0,348.0,1.0,15250000.0,Tidak tertagih dengan resiko tinggi
1021,5700000.0,58666666.66666666,7.000000000000007,1.0,348.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1022,10500000.0,63500000.0,23.0,2.0,334.0,1.0,15875000.0,Tidak tertagih dengan resiko tinggi
1023,17500000.0,52500000.0,16.0,1.0,442.0,1.0,13125000.0,Tidak tertagih dengan resiko tinggi
1024,27500000.0,141666666.66666666,26.0,1.0,263.0,1.0,35416666.666666664,Tidak tertagih dengan resiko rendah
1025,24000000.0,58000000.0,58.0,2.0,638.0,1.0,14500000.0,Tidak tertagih dengan resiko tinggi
1026,11700000.0,60500000.0,36.0,3.0,341.0,1.0,15125000.0,Tidak tertagih dengan resiko tinggi
1027,200000.0,19000000.0,116.0,6.0,88.0,2.0,9500000.0,Tertagih dengan resiko rendah
1028,13000000.0,61000000.0,3.0,1.0,363.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1029,10500000.0,63166666.66666666,5.0,1.0,260.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1030,26500000.0,136000000.0,39.0,3.0,531.0,1.0,34000000.0,Tidak tertagih dengan resiko rendah
1031,24000000.0,73666666.66666667,101.0,6.0,225.0,2.0,36833333.333333336,Tertagih dengan resiko tinggi
1032,13000000.0,56333333.333333336,64.0,4.0,308.0,1.0,14083333.333333334,Tidak tertagih dengan resiko tinggi
1033,24500000.0,50666666.66666666,14.0,1.0,641.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1034,13000000.0,59833333.333333336,33.0,2.0,433.0,1.0,14958333.333333334,Tidak tertagih dengan resiko tinggi
1035,21000000.0,62666666.66666666,36.0,2.0,557.0,1.0,15666666.666666666,Tidak tertagih dengan resiko tinggi
1036,19000000.0,69500000.0,79.0,4.0,268.0,2.0,34750000.0,Tertagih dengan resiko tinggi
1037,7700000.0,63666666.66666666,58.0,4.0,326.0,1.0,15916666.666666666,Tidak tertagih dengan resiko tinggi
1038,19000000.0,52666666.66666666,90.0,6.0,258.0,2.0,26333333.33333333,Tertagih dengan resiko tinggi
1039,19000000.0,70833333.33333333,26.0,2.0,512.0,1.0,17708333.333333332,Tidak tertagih dengan resiko tinggi
1040,10500000.0,62000000.0,7.000000000000007,2.0,395.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1041,2600000.0,22500000.0,140.0,8.0,88.0,3.0,16875000.0,Tertagih dengan resiko rendah
1042,13500000.0,61833333.333333336,48.0,2.0,334.0,1.0,15458333.333333334,Tidak tertagih dengan resiko tinggi
1043,17500000.0,58333333.333333336,81.0,4.0,557.0,2.0,29166666.666666668,Tertagih dengan resiko tinggi
1044,21000000.0,70500000.0,83.0,6.0,252.0,1.0,17625000.0,Tidak tertagih dengan resiko tinggi
1045,7700000.0,53833333.333333336,10.0,2.0,353.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1046,19000000.0,69666666.66666667,107.0,7.0,286.0,3.0,52250000.0,Tertagih dengan resiko tinggi
1047,17500000.0,48666666.66666666,51.0,4.0,336.0,1.0,12166666.666666666,Tidak tertagih dengan resiko tinggi
1048,10500000.0,64000000.0,42.0,2.0,367.0,1.0,16000000.0,Tidak tertagih dengan resiko tinggi
1049,25500000.0,136833333.33333334,30.0,1.0,425.0,1.0,34208333.333333336,Tidak tertagih dengan resiko rendah
1050,13000000.0,69333333.33333333,29.0,2.0,457.0,1.0,17333333.333333332,Tidak tertagih dengan resiko tinggi
1051,24000000.0,51000000.0,33.0,5.0,439.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1052,20000000.0,58833333.333333336,65.0,4.0,634.0,2.0,29416666.666666668,Tidak tertagih dengan resiko tinggi
1053,10500000.0,59333333.333333336,118.0,9.0,326.0,3.0,44500000.0,Tertagih dengan resiko tinggi
1054,18000000.0,85833333.33333331,49.0,3.0,255.0,1.0,21458333.33333333,Tidak tertagih dengan resiko tinggi
1055,19000000.0,57500000.0,138.0,8.0,112.0,3.0,43125000.0,Tertagih dengan resiko tinggi
1056,10500000.0,59500000.0,51.0,4.0,336.0,1.0,14875000.0,Tidak tertagih dengan resiko tinggi
1057,4700000.0,19333333.33333333,115.0,10.0,49.0,2.0,9666666.666666666,Tertagih dengan resiko rendah
1058,10500000.0,55333333.333333336,19.0,1.0,349.0,1.0,13833333.333333334,Tidak tertagih dengan resiko tinggi
1059,21500000.0,72833333.33333331,81.0,6.0,641.0,1.0,18208333.33333333,Tidak tertagih dengan resiko tinggi
1060,15500000.0,64333333.333333336,93.0,7.0,124.0,2.0,32166666.666666668,Tertagih dengan resiko tinggi
1061,25500000.0,140166666.66666666,27.0,2.0,592.0,1.0,35041666.666666664,Tidak tertagih dengan resiko rendah
1062,26500000.0,143833333.33333334,2.0,1.0,675.0,0.0,0.0,Tidak tertagih dengan resiko rendah
1063,18000000.0,77000000.0,83.0,6.0,143.0,1.0,19250000.0,Tidak tertagih dengan resiko tinggi
1064,24000000.0,52500000.0,91.0,5.0,462.0,1.0,13125000.0,Tidak tertagih dengan resiko tinggi
1065,17500000.0,74166666.66666667,74.0,4.0,253.0,1.0,18541666.666666668,Tidak tertagih dengan resiko tinggi
1066,17500000.0,60833333.333333336,133.0,10.0,271.0,3.0,45625000.0,Tertagih dengan resiko tinggi
1067,18000000.0,53000000.0,130.0,6.0,137.0,2.0,26500000.0,Tertagih dengan resiko tinggi
1068,22500000.0,68500000.0,19.0,2.0,487.0,1.0,17125000.0,Tidak tertagih dengan resiko tinggi
1069,31000000.0,141666666.66666666,3.0,1.0,543.0,0.0,0.0,Tidak tertagih dengan resiko rendah
1070,5700000.0,61166666.66666666,89.0,5.0,291.0,1.0,15291666.666666666,Tidak tertagih dengan resiko tinggi
1071,18000000.0,72500000.0,53.0,5.0,129.0,1.0,18125000.0,Tidak tertagih dengan resiko tinggi
1072,13700000.0,61833333.333333336,0.0,0.0,242.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1073,6700000.0,62666666.66666666,13.0,3.0,364.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1074,29000000.0,142000000.0,84.0,7.0,411.0,1.0,35500000.0,Tidak tertagih dengan resiko rendah
1075,6700000.0,54166666.66666666,5.0,2.0,343.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1076,17000000.0,60500000.0,29.0,1.0,689.0,1.0,15125000.0,Tidak tertagih dengan resiko tinggi
1077,26500000.0,137666666.66666666,25.0,1.0,677.0,1.0,34416666.666666664,Tidak tertagih dengan resiko rendah
1078,18500000.0,63833333.333333336,99.0,5.0,184.0,2.0,31916666.666666668,Tertagih dengan resiko tinggi
1079,10500000.0,62500000.0,82.0,5.0,331.0,2.0,31250000.0,Tertagih dengan resiko tinggi
1080,19000000.0,51833333.333333336,4.0,1.0,349.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1081,10500000.0,63000000.0,0.0,0.0,288.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1082,21000000.0,62500000.0,179.0,10.0,215.0,2.0,31250000.0,Tertagih dengan resiko tinggi
1083,21500000.0,66666666.66666666,208.0,11.0,273.0,3.0,50000000.0,Tertagih dengan resiko tinggi
1084,15500000.0,58500000.0,32.0,3.0,455.0,1.0,14625000.0,Tidak tertagih dengan resiko tinggi
1085,19500000.0,60833333.333333336,33.0,2.0,234.0,1.0,15208333.333333334,Tidak tertagih dengan resiko tinggi
1086,10500000.0,63833333.333333336,5.0,2.0,335.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1087,4700000.0,20500000.0,160.0,9.0,40.0,5.0,25625000.0,Tertagih dengan resiko rendah
1088,8500000.0,59000000.0,59.0,3.0,378.0,1.0,14750000.0,Tidak tertagih dengan resiko tinggi
1089,18500000.0,61333333.333333336,62.0,7.0,165.0,1.0,15333333.333333334,Tidak tertagih dengan resiko tinggi
1090,17500000.0,83666666.66666667,108.0,10.0,156.0,1.0,20916666.666666668,Tertagih dengan resiko tinggi
1091,24000000.0,61833333.333333336,34.0,5.0,474.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1092,13000000.0,58333333.333333336,76.0,4.0,462.0,2.0,29166666.666666668,Tertagih dengan resiko tinggi
1093,15000000.0,69666666.66666667,86.0,8.0,102.0,1.0,17416666.666666668,Tidak tertagih dengan resiko tinggi
1094,13000000.0,62500000.0,54.0,4.0,326.0,1.0,15625000.0,Tidak tertagih dengan resiko tinggi
1095,19500000.0,67500000.0,59.0,3.0,492.0,1.0,16875000.0,Tidak tertagih dengan resiko tinggi
1096,15500000.0,58333333.333333336,103.0,6.0,128.0,1.0,14583333.333333334,Tidak tertagih dengan resiko tinggi
1097,17500000.0,59000000.0,84.0,6.0,111.0,1.0,14750000.0,Tidak tertagih dengan resiko tinggi
1098,26000000.0,144333333.33333334,24.0,3.0,647.0,0.0,0.0,Tidak tertagih dengan resiko rendah
1099,23000000.0,79166666.66666667,246.0,11.0,108.0,8.0,158333333.33333334,Tertagih dengan resiko tinggi
1100,24000000.0,68666666.66666667,100.0,8.0,247.0,1.0,17166666.666666668,Tidak tertagih dengan resiko tinggi
1101,15500000.0,61166666.66666666,103.0,7.0,193.0,1.0,15291666.666666666,Tidak tertagih dengan resiko tinggi
1102,17500000.0,44333333.333333336,115.0,8.0,130.0,1.0,11083333.333333334,Tidak tertagih dengan resiko tinggi
1103,10500000.0,58333333.333333336,31.0,2.0,329.0,1.0,14583333.333333334,Tidak tertagih dengan resiko tinggi
1104,13700000.0,55500000.0,38.0,3.0,215.0,1.0,13875000.0,Tidak tertagih dengan resiko tinggi
1105,18500000.0,60333333.333333336,72.0,5.0,258.0,1.0,15083333.333333334,Tidak tertagih dengan resiko tinggi
1106,10500000.0,61666666.66666666,28.0,3.0,336.0,1.0,15416666.666666666,Tidak tertagih dengan resiko tinggi
1107,13000000.0,65333333.333333336,0.0,0.0,343.0,0.0,0.0,Tidak tertagih dengan resiko tinggi
1108,22500000.0,65000000.0,59.0,6.0,280.0,2.0,32500000.0,Tertagih dengan resiko tinggi
1109,15500000.0,77166666.66666667,147.0,9.0,127.0,2.0,38583333.333333336,Tertagih dengan resiko tinggi
